# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
24

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,RGIGINXZKO,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,36,17
# x,y,z,u,w
2.399999999999999467e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 3.200000000000000178e+00, 2.750000000000000000e+00
2.399999999999999467e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 3.200000000000000178e+00, 3.000000000000000000e+00
2.399999999999999467e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 3.200000000000000178e+00, 3.250000000000000000e+00
2.399999999999999467e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 3.200000000000000178e+00, 3.500000000000000000e+00
2.399999999999999467e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 3.200000000000000178e+00, 3.750000000000000000e+00
2.399999999999999467e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.200000000000000178e+00, 4.000000000000000000e+00
2.549999999999999378e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.399999999999999911e+00, 0.000000000000000000e+00
2.549999999999999378e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 3.399999999999999911e+00, 2.500000000000000000e-01
2.549999999999999378e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 3.399999999999999911e+00, 5.000000000000000000e-01
2.549999999999999378e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 3.399999999999999911e+00, 7.500000000000000000e-01
2.549999999999999378e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 3.399999999999999911e+00, 1.000000000000000000e+00
2.549999999999999378e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 3.399999999999999911e+00, 1.250000000000000000e+00
2.549999999999999822e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 3.399999999999999911e+00, 1.500000000000000000e+00
2.549999999999999378e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 3.399999999999999911e+00, 1.750000000000000000e+00
2.549999999999999378e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 3.399999999999999911e+00, 2.000000000000000000e+00
2.549999999999999378e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 3.399999999999999911e+00, 2.250000000000000000e+00
2.549999999999999378e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 3.399999999999999911e+00, 2.500000000000000000e+00
2.549999999999999378e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 3.399999999999999911e+00, 2.750000000000000000e+00
2.549999999999999378e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 3.399999999999999911e+00, 3.000000000000000000e+00
2.549999999999999378e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 3.399999999999999911e+00, 3.250000000000000000e+00
2.549999999999999378e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 3.399999999999999911e+00, 3.500000000000000000e+00
2.549999999999999378e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 3.399999999999999911e+00, 3.750000000000000000e+00
2.549999999999999378e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.399999999999999911e+00, 4.000000000000000000e+00
2.700000000000000178e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.600000000000000089e+00, 0.000000000000000000e+00
2.700000000000000178e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 3.600000000000000089e+00, 2.500000000000000000e-01
2.700000000000000178e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 3.600000000000000089e+00, 5.000000000000000000e-01
2.700000000000000178e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 3.600000000000000089e+00, 7.500000000000000000e-01
2.700000000000000178e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 3.600000000000000089e+00, 1.000000000000000000e+00
2.700000000000000178e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 3.600000000000000089e+00, 1.250000000000000000e+00
2.700000000000000178e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 3.600000000000000089e+00, 1.500000000000000000e+00
2.700000000000000178e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 3.600000000000000089e+00, 1.750000000000000000e+00
2.700000000000000178e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 3.600000000000000089e+00, 2.000000000000000000e+00
2.700000000000000178e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 3.600000000000000089e+00, 2.250000000000000000e+00
2.700000000000000178e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 3.600000000000000089e+00, 2.500000000000000000e+00
2.700000000000000178e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 3.600000000000000089e+00, 2.750000000000000000e+00
2.700000000000000178e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 3.600000000000000089e+00, 3.000000000000000000e+00
2.700000000000000178e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 3.600000000000000089e+00, 3.250000000000000000e+00
2.700000000000000178e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 3.600000000000000089e+00, 3.500000000000000000e+00
2.700000000000000178e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 3.600000000000000089e+00, 3.750000000000000000e+00
2.700000000000000178e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.600000000000000089e+00, 4.000000000000000000e+00
2.849999999999999645e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.799999999999999822e+00, 0.000000000000000000e+00
2.849999999999999645e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 3.799999999999999822e+00, 2.500000000000000000e-01
2.849999999999999645e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 3.799999999999999822e+00, 5.000000000000000000e-01
2.849999999999999645e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 3.799999999999999822e+00, 7.500000000000000000e-01
2.849999999999999645e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 3.799999999999999822e+00, 1.000000000000000000e+00
2.849999999999999645e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 3.799999999999999822e+00, 1.250000000000000000e+00
2.849999999999999645e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 3.799999999999999822e+00, 1.500000000000000000e+00
2.849999999999999645e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 3.799999999999999822e+00, 1.750000000000000000e+00
2.849999999999999645e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 3.799999999999999822e+00, 2.000000000000000000e+00
2.849999999999999645e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 3.799999999999999822e+00, 2.250000000000000000e+00
2.849999999999999645e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 3.799999999999999822e+00, 2.500000000000000000e+00
2.849999999999999645e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 3.799999999999999822e+00, 2.750000000000000000e+00
2.849999999999999645e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 3.799999999999999822e+00, 3.000000000000000000e+00
2.849999999999999645e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 3.799999999999999822e+00, 3.250000000000000000e+00
2.849999999999999645e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 3.799999999999999822e+00, 3.500000000000000000e+00
2.849999999999999645e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 3.799999999999999822e+00, 3.750000000000000000e+00
2.849999999999999645e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 3.799999999999999822e+00, 4.000000000000000000e+00
3.000000000000000000e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.000000000000000000e+00, 0.000000000000000000e+00
3.000000000000000000e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 4.000000000000000000e+00, 2.500000000000000000e-01
3.000000000000000000e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 4.000000000000000000e+00, 5.000000000000000000e-01
3.000000000000000000e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 4.000000000000000000e+00, 7.500000000000000000e-01
3.000000000000000000e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 4.000000000000000000e+00, 1.000000000000000000e+00
3.000000000000000000e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 4.000000000000000000e+00, 1.250000000000000000e+00
3.000000000000000000e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 4.000000000000000000e+00, 1.500000000000000000e+00
3.000000000000000000e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 4.000000000000000000e+00, 1.750000000000000000e+00
3.000000000000000000e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 4.000000000000000000e+00, 2.000000000000000000e+00
3.000000000000000000e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 4.000000000000000000e+00, 2.250000000000000000e+00
3.000000000000000000e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 4.000000000000000000e+00, 2.500000000000000000e+00
3.000000000000000000e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 4.000000000000000000e+00, 2.750000000000000000e+00
3.000000000000000000e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 4.000000000000000000e+00, 3.000000000000000000e+00
3.000000000000000000e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 4.000000000000000000e+00, 3.250000000000000000e+00
3.000000000000000000e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 4.000000000000000000e+00, 3.500000000000000000e+00
3.000000000000000000e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 4.000000000000000000e+00, 3.750000000000000000e+00
3.000000000000000000e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.000000000000000000e+00, 4.000000000000000000e+00
3.165045288531775469e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.200000000000000178e+00, 0.000000000000000000e+00
3.165045288531775469e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 4.200000000000000178e+00, 2.500000000000000000e-01
3.165045288531775469e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 4.200000000000000178e+00, 5.000000000000000000e-01
3.165045288531775469e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 4.200000000000000178e+00, 7.500000000000000000e-01
3.165045288531775469e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 4.200000000000000178e+00, 1.000000000000000000e+00
3.165045288531775469e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 4.200000000000000178e+00, 1.250000000000000000e+00
3.165045288531775469e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 4.200000000000000178e+00, 1.500000000000000000e+00
3.165045288531775469e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 4.200000000000000178e+00, 1.750000000000000000e+00
3.165045288531775469e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 4.200000000000000178e+00, 2.000000000000000000e+00
3.165045288531775469e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 4.200000000000000178e+00, 2.250000000000000000e+00
3.165045288531775469e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 4.200000000000000178e+00, 2.500000000000000000e+00
3.165045288531775469e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 4.200000000000000178e+00, 2.750000000000000000e+00
3.165045288531775469e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 4.200000000000000178e+00, 3.000000000000000000e+00
3.165045288531775469e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 4.200000000000000178e+00, 3.250000000000000000e+00
3.165045288531775469e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 4.200000000000000178e+00, 3.500000000000000000e+00
3.165045288531775469e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 4.200000000000000178e+00, 3.750000000000000000e+00
3.165045288531775469e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.200000000000000178e+00, 4.000000000000000000e+00
3.347973703433162918e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.400000000000000355e+00, 0.000000000000000000e+00
3.347973703433162918e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 4.400000000000000355e+00, 2.500000000000000000e-01
3.347973703433162918e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 4.400000000000000355e+00, 5.000000000000000000e-01
3.347973703433162918e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 4.400000000000000355e+00, 7.500000000000000000e-01
3.347973703433162918e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 4.400000000000000355e+00, 1.000000000000000000e+00
3.347973703433162918e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 4.400000000000000355e+00, 1.250000000000000000e+00
3.347973703433162918e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 4.400000000000000355e+00, 1.500000000000000000e+00
3.347973703433162918e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 4.400000000000000355e+00, 1.750000000000000000e+00
3.347973703433162918e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 4.400000000000000355e+00, 2.000000000000000000e+00
3.347973703433162918e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 4.400000000000000355e+00, 2.250000000000000000e+00
3.347973703433162918e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 4.400000000000000355e+00, 2.500000000000000000e+00
3.347973703433162918e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 4.400000000000000355e+00, 2.750000000000000000e+00
3.347973703433162918e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 4.400000000000000355e+00, 3.000000000000000000e+00
3.347973703433162918e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 4.400000000000000355e+00, 3.250000000000000000e+00
3.347973703433162918e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 4.400000000000000355e+00, 3.500000000000000000e+00
3.347973703433162918e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 4.400000000000000355e+00, 3.750000000000000000e+00
3.347973703433162918e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.400000000000000355e+00, 4.000000000000000000e+00
3.530474068663257636e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.599999999999999645e+00, 0.000000000000000000e+00
3.530474068663257636e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 4.599999999999999645e+00, 2.500000000000000000e-01
3.530474068663257636e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 4.599999999999999645e+00, 5.000000000000000000e-01
3.530474068663257636e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 4.599999999999999645e+00, 7.500000000000000000e-01
3.530474068663257636e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 4.599999999999999645e+00, 1.000000000000000000e+00
3.530474068663257636e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 4.599999999999999645e+00, 1.250000000000000000e+00
3.530474068663257636e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 4.599999999999999645e+00, 1.500000000000000000e+00
3.530474068663257636e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 4.599999999999999645e+00, 1.750000000000000000e+00
3.530474068663257636e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 4.599999999999999645e+00, 2.000000000000000000e+00
3.530474068663257636e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 4.599999999999999645e+00, 2.250000000000000000e+00
3.530474068663257636e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 4.599999999999999645e+00, 2.500000000000000000e+00
3.530474068663257636e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 4.599999999999999645e+00, 2.750000000000000000e+00
3.530474068663257636e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 4.599999999999999645e+00, 3.000000000000000000e+00
3.530474068663257636e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 4.599999999999999645e+00, 3.250000000000000000e+00
3.530474068663257636e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 4.599999999999999645e+00, 3.500000000000000000e+00
3.530474068663257636e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 4.599999999999999645e+00, 3.750000000000000000e+00
3.530474068663257636e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.599999999999999645e+00, 4.000000000000000000e+00
3.694235208181154473e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.799999999999999822e+00, 0.000000000000000000e+00
3.694235208181154473e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 4.799999999999999822e+00, 2.500000000000000000e-01
3.694235208181154473e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 4.799999999999999822e+00, 5.000000000000000000e-01
3.694235208181154473e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 4.799999999999999822e+00, 7.500000000000000000e-01
3.694235208181154473e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 4.799999999999999822e+00, 1.000000000000000000e+00
3.694235208181154473e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 4.799999999999999822e+00, 1.250000000000000000e+00
3.694235208181154473e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 4.799999999999999822e+00, 1.500000000000000000e+00
3.694235208181154473e+00, -6.910222877395499896e-01, -2.918168632186498579e-01, 4.799999999999999822e+00, 1.750000000000000000e+00
3.694235208181154473e+00, -7.500000000000000000e-01, 0.000000000000000000e+00, 4.799999999999999822e+00, 2.000000000000000000e+00
3.694235208181154473e+00, -6.910222877395499896e-01, 2.918168632186498579e-01, 4.799999999999999822e+00, 2.250000000000000000e+00
3.694235208181154473e+00, -5.302261006387999354e-01, 5.302261006387998243e-01, 4.799999999999999822e+00, 2.500000000000000000e+00
3.694235208181154473e+00, -2.918168632186499134e-01, 6.910222877395499896e-01, 4.799999999999999822e+00, 2.750000000000000000e+00
3.694235208181154473e+00, 0.000000000000000000e+00, 7.500000000000000000e-01, 4.799999999999999822e+00, 3.000000000000000000e+00
3.694235208181154473e+00, 2.918168632186498579e-01, 6.910222877395499896e-01, 4.799999999999999822e+00, 3.250000000000000000e+00
3.694235208181154473e+00, 5.302261006387998243e-01, 5.302261006387998243e-01, 4.799999999999999822e+00, 3.500000000000000000e+00
3.694235208181154473e+00, 6.910222877395499896e-01, 2.918168632186498579e-01, 4.799999999999999822e+00, 3.750000000000000000e+00
3.694235208181154473e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 4.799999999999999822e+00, 4.000000000000000000e+00
3.820945945945946054e+00, 7.500000000000000000e-01, 0.000000000000000000e+00, 5.000000000000000000e+00, 0.000000000000000000e+00
3.820945945945946054e+00, 6.910222877395499896e-01, -2.918168632186498579e-01, 5.000000000000000000e+00, 2.500000000000000000e-01
3.820945945945946054e+00, 5.302261006387998243e-01, -5.302261006387998243e-01, 5.000000000000000000e+00, 5.000000000000000000e-01
3.820945945945946054e+00, 2.918168632186498579e-01, -6.910222877395499896e-01, 5.000000000000000000e+00, 7.500000000000000000e-01
3.820945945945946054e+00, 0.000000000000000000e+00, -7.500000000000000000e-01, 5.000000000000000000e+00, 1.000000000000000000e+00
3.820945945945946054e+00, -2.918168632186499134e-01, -6.910222877395499896e-01, 5.000000000000000000e+00, 1.250000000000000000e+00
3.820945945945946054e+00, -5.302261006387999354e-01, -5.302261006387998243e-01, 5.000000000000000000e+00, 1.500000000000000000e+00
